L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
3238,1660,59,2,32,906,0.02,0.04,R,O,1997-08-31,1997-10-10,1997-09-16,DELIVER IN PERSON,TRUCK,urgent delivery needed
3482,827,17,4,23,265,0.03,0.04,N,O,1995-07-28,1995-09-21,1995-08-12,NONE,SHIP,customer compliant regarding quality
6950,1693,97,3,18,533,0.05,0.0,A,F,1992-06-07,1992-07-03,1992-06-21,COLLECT COD,MAIL,urgent delivery needed
11357,495,32,5,19,296,0.03,0.08,A,O,1993-05-14,1993-05-26,1993-06-01,NONE,MAIL,urgent delivery needed
321,1552,35,1,17,869,0.04,0.08,R,O,1998-12-25,1999-01-06,1999-01-07,COLLECT COD,RAIL,customer compliant regarding quality
360,1927,95,7,48,47,0.0,0.06,N,F,1998-09-21,1998-10-20,1998-10-11,DELIVER IN PERSON,SHIP,fragile items inside
1375,313,39,3,27,601,0.04,0.08,A,F,1996-08-20,1996-10-02,1996-09-17,DELIVER IN PERSON,SHIP,delayed by supplier
1382,624,75,5,4,54,0.02,0.01,A,F,1997-04-17,1997-04-28,1997-05-08,NONE,FOB,regular customer request
14749,1429,31,6,31,973,0.05,0.04,R,O,1998-09-28,1998-10-25,1998-10-10,COLLECT COD,AIR,urgent delivery needed
16135,697,7,1,43,418,0.01,0.08,N,O,1993-06-08,1993-07-28,1993-07-07,DELIVER IN PERSON,FOB,regular customer request
16289,1100,13,5,25,750,0.02,0.0,R,O,1997-02-15,1997-04-06,1997-02-27,NONE,RAIL,regular customer request
19653,1231,51,5,6,567,0.1,0.02,R,F,1997-08-04,1997-08-31,1997-08-18,NONE,RAIL,delayed by supplier
16804,563,73,1,3,479,0.01,0.08,N,F,1993-07-25,1993-09-01,1993-07-26,NONE,SHIP,fragile items inside
8264,1778,69,7,15,19,0.0,0.0,R,F,1998-10-07,1998-11-29,1998-10-09,NONE,REG AIR,urgent delivery needed
12479,981,17,2,45,654,0.02,0.06,R,O,1993-07-17,1993-09-12,1993-07-25,COLLECT COD,FOB,fragile items inside
15856,431,39,3,48,738,0.04,0.01,N,F,1994-12-23,1995-02-19,1995-01-17,COLLECT COD,FOB,fragile items inside
13954,249,56,4,9,513,0.1,0.08,A,O,1997-01-17,1997-02-15,1997-01-22,DELIVER IN PERSON,AIR,customer compliant regarding quality
1239,897,32,5,46,44,0.05,0.08,A,O,1997-10-09,1997-11-23,1997-10-25,DELIVER IN PERSON,SHIP,regular customer request
13655,450,27,1,35,96,0.02,0.06,N,F,1992-04-15,1992-06-03,1992-05-11,DELIVER IN PERSON,SHIP,delayed by supplier
18642,999,84,2,46,390,0.05,0.01,A,F,1993-08-25,1993-09-19,1993-09-19,TAKE BACK RETURN,RAIL,regular customer request
6276,532,17,3,5,983,0.01,0.02,A,F,1993-11-20,1994-01-07,1993-11-26,DELIVER IN PERSON,MAIL,customer compliant regarding quality
4575,1885,61,5,17,697,0.05,0.06,N,F,1998-06-07,1998-06-21,1998-07-03,COLLECT COD,RAIL,check packaging carefully
2065,1113,74,5,41,807,0.02,0.04,R,F,1998-03-08,1998-04-02,1998-04-03,TAKE BACK RETURN,RAIL,regular customer request
11514,1811,20,6,5,956,0.1,0.01,N,O,1994-02-02,1994-02-20,1994-02-27,NONE,RAIL,delayed by supplier
16027,1369,69,7,43,459,0.0,0.04,A,O,1993-04-10,1993-05-13,1993-04-15,NONE,MAIL,urgent delivery needed
18374,820,39,3,2,802,0.03,0.06,N,F,1996-04-05,1996-05-07,1996-04-19,NONE,FOB,urgent delivery needed
2845,148,8,4,36,836,0.0,0.06,R,F,1995-11-01,1995-12-02,1995-11-23,NONE,REG AIR,urgent delivery needed
9196,16,31,5,35,200,0.05,0.02,A,F,1997-07-18,1997-08-25,1997-08-06,COLLECT COD,AIR,check packaging carefully
3835,1782,48,1,6,343,0.0,0.06,R,F,1995-10-16,1995-11-14,1995-11-04,NONE,RAIL,delayed by supplier
5363,1994,99,1,10,579,0.03,0.04,A,O,1996-10-11,1996-11-02,1996-10-17,DELIVER IN PERSON,REG AIR,customer compliant regarding quality
16066,1536,18,4,31,845,0.01,0.04,R,F,1996-10-25,1996-12-03,1996-10-31,TAKE BACK RETURN,AIR,delayed by supplier
17931,987,68,3,49,481,0.0,0.04,A,O,1997-08-14,1997-08-26,1997-08-19,NONE,AIR,fragile items inside
15482,620,93,1,45,5,0.03,0.0,A,O,1997-02-14,1997-04-10,1997-02-16,NONE,REG AIR,customer compliant regarding quality
9411,1369,51,1,8,502,0.02,0.01,N,F,1995-03-21,1995-04-10,1995-03-27,TAKE BACK RETURN,MAIL,regular customer request
17916,1898,83,5,24,261,0.1,0.02,A,F,1994-08-08,1994-09-14,1994-08-25,DELIVER IN PERSON,AIR,check packaging carefully
16176,510,72,6,13,776,0.01,0.08,N,O,1992-05-22,1992-06-26,1992-06-03,COLLECT COD,SHIP,fragile items inside
7323,1571,90,7,14,399,0.03,0.0,R,F,1993-01-17,1993-02-16,1993-02-10,COLLECT COD,SHIP,delayed by supplier
17933,1643,40,6,26,684,0.04,0.0,R,F,1992-04-14,1992-05-18,1992-04-20,TAKE BACK RETURN,TRUCK,urgent delivery needed
12656,1574,70,2,17,749,0.03,0.02,A,O,1992-10-28,1992-11-23,1992-10-31,DELIVER IN PERSON,AIR,urgent delivery needed
7563,1544,55,4,24,705,0.02,0.04,R,F,1993-08-14,1993-09-02,1993-09-11,DELIVER IN PERSON,AIR,fragile items inside
8652,1277,99,1,12,663,0.05,0.0,N,O,1996-01-29,1996-03-22,1996-02-20,TAKE BACK RETURN,RAIL,customer compliant regarding quality
17505,1876,91,5,3,429,0.04,0.08,A,O,1996-12-17,1997-02-05,1997-01-11,TAKE BACK RETURN,REG AIR,delayed by supplier
8385,670,56,6,4,160,0.0,0.01,A,F,1998-07-12,1998-08-02,1998-07-14,NONE,TRUCK,regular customer request
5275,800,42,6,11,410,0.03,0.06,A,F,1995-11-26,1995-12-08,1995-11-29,DELIVER IN PERSON,RAIL,regular customer request
19375,426,88,3,5,816,0.0,0.04,N,F,1998-10-22,1998-12-12,1998-11-09,NONE,FOB,fragile items inside
1549,44,76,1,8,283,0.03,0.04,R,F,1995-09-27,1995-11-04,1995-10-05,COLLECT COD,SHIP,urgent delivery needed
17402,974,78,3,3,838,0.02,0.08,A,F,1996-01-01,1996-02-22,1996-01-12,COLLECT COD,AIR,urgent delivery needed
13841,1329,95,3,6,648,0.05,0.06,A,F,1993-01-23,1993-02-17,1993-01-28,NONE,TRUCK,regular customer request
16406,1633,82,2,35,529,0.0,0.0,A,F,1995-05-18,1995-07-03,1995-05-19,COLLECT COD,TRUCK,urgent delivery needed
5741,1445,43,4,48,27,0.02,0.0,R,F,1992-07-04,1992-08-20,1992-07-28,NONE,RAIL,fragile items inside
629,1119,17,7,2,720,0.05,0.06,N,F,1998-09-10,1998-11-01,1998-10-02,DELIVER IN PERSON,FOB,check packaging carefully
7792,901,40,1,31,90,0.1,0.04,N,O,1997-01-14,1997-02-14,1997-01-28,DELIVER IN PERSON,SHIP,regular customer request
2582,1805,3,1,41,816,0.0,0.08,R,O,1997-09-06,1997-10-24,1997-09-16,COLLECT COD,AIR,customer compliant regarding quality
12295,95,98,5,35,308,0.0,0.06,R,O,1994-01-16,1994-01-31,1994-02-13,COLLECT COD,TRUCK,urgent delivery needed
3482,1565,93,7,4,157,0.03,0.01,N,F,1997-04-19,1997-05-16,1997-04-28,COLLECT COD,RAIL,check packaging carefully
14108,348,13,1,12,868,0.0,0.04,N,O,1993-07-22,1993-08-02,1993-08-20,DELIVER IN PERSON,REG AIR,urgent delivery needed
8790,1647,7,7,10,217,0.05,0.04,A,F,1998-09-15,1998-11-09,1998-10-02,TAKE BACK RETURN,TRUCK,urgent delivery needed
14987,858,36,5,31,266,0.04,0.08,R,F,1994-02-11,1994-03-23,1994-03-01,NONE,MAIL,regular customer request
10680,1154,6,6,5,523,0.05,0.0,A,O,1997-12-17,1998-01-15,1998-01-10,NONE,RAIL,urgent delivery needed
9924,981,62,1,41,862,0.05,0.04,R,O,1992-01-16,1992-02-11,1992-01-19,TAKE BACK RETURN,SHIP,delayed by supplier
14448,639,68,4,37,370,0.03,0.06,N,O,1994-11-08,1994-12-05,1994-12-01,NONE,SHIP,regular customer request
7344,256,41,7,43,769,0.03,0.06,A,O,1995-05-23,1995-06-25,1995-05-30,NONE,MAIL,delayed by supplier
17039,231,59,4,10,324,0.1,0.04,N,O,1994-09-27,1994-10-31,1994-10-16,NONE,REG AIR,customer compliant regarding quality
8709,1743,59,5,32,164,0.05,0.06,N,O,1993-10-27,1993-11-17,1993-11-13,DELIVER IN PERSON,SHIP,customer compliant regarding quality
4317,372,81,4,9,706,0.05,0.06,N,F,1994-11-20,1994-12-05,1994-12-16,TAKE BACK RETURN,TRUCK,regular customer request
13145,41,91,3,22,334,0.02,0.04,R,F,1997-03-14,1997-04-05,1997-03-31,TAKE BACK RETURN,AIR,check packaging carefully
1689,271,62,3,19,483,0.03,0.01,R,F,1997-06-11,1997-07-14,1997-06-22,NONE,TRUCK,delayed by supplier
6137,1312,93,4,6,435,0.03,0.02,N,F,1997-11-27,1998-01-12,1997-12-16,NONE,AIR,customer compliant regarding quality
18940,308,59,1,41,32,0.03,0.0,R,F,1997-02-17,1997-03-02,1997-03-04,COLLECT COD,MAIL,regular customer request
15551,403,9,1,11,527,0.0,0.01,R,O,1996-08-20,1996-09-02,1996-08-23,COLLECT COD,SHIP,delayed by supplier
3193,739,12,1,48,577,0.01,0.02,R,F,1995-03-06,1995-03-31,1995-04-02,TAKE BACK RETURN,RAIL,customer compliant regarding quality
1414,1819,59,5,4,852,0.05,0.0,R,O,1992-11-30,1993-01-23,1992-12-01,DELIVER IN PERSON,MAIL,delayed by supplier
6256,1588,14,7,9,938,0.1,0.06,N,O,1996-04-27,1996-05-13,1996-05-25,TAKE BACK RETURN,SHIP,urgent delivery needed
9393,1992,56,3,15,858,0.1,0.02,N,F,1996-01-25,1996-03-07,1996-02-18,NONE,SHIP,check packaging carefully
19440,1759,63,7,10,605,0.03,0.0,R,O,1995-04-07,1995-04-18,1995-04-26,NONE,SHIP,urgent delivery needed
12040,389,67,1,28,801,0.0,0.0,R,O,1997-11-09,1997-12-20,1997-11-22,DELIVER IN PERSON,RAIL,urgent delivery needed
11577,1205,11,4,35,822,0.01,0.06,R,O,1997-08-12,1997-09-05,1997-09-04,COLLECT COD,AIR,urgent delivery needed
6981,1903,23,7,33,377,0.02,0.0,R,F,1996-12-30,1997-02-08,1997-01-15,TAKE BACK RETURN,FOB,fragile items inside
14381,680,67,6,38,633,0.03,0.02,R,F,1992-06-21,1992-07-05,1992-07-11,COLLECT COD,FOB,regular customer request
15405,1203,76,1,45,288,0.1,0.06,N,F,1995-06-11,1995-08-02,1995-06-13,TAKE BACK RETURN,RAIL,customer compliant regarding quality
7005,1713,88,6,25,921,0.02,0.02,N,O,1995-03-25,1995-04-14,1995-04-08,NONE,RAIL,regular customer request
13805,1689,90,4,17,180,0.1,0.04,R,O,1993-12-12,1994-02-05,1993-12-23,NONE,RAIL,delayed by supplier
2226,683,44,5,39,62,0.04,0.06,N,F,1993-12-19,1994-01-24,1993-12-28,NONE,FOB,regular customer request
18086,346,51,4,31,235,0.03,0.08,N,F,1995-07-11,1995-08-21,1995-08-09,DELIVER IN PERSON,SHIP,regular customer request
10276,591,72,1,48,306,0.02,0.02,A,O,1998-11-02,1998-11-18,1998-11-18,TAKE BACK RETURN,TRUCK,check packaging carefully
4002,1989,77,6,26,603,0.1,0.04,R,F,1997-04-22,1997-06-02,1997-04-24,TAKE BACK RETURN,REG AIR,fragile items inside
7603,114,10,5,35,275,0.0,0.01,R,O,1994-09-05,1994-11-01,1994-09-28,DELIVER IN PERSON,REG AIR,urgent delivery needed
1802,168,14,6,12,478,0.1,0.01,R,O,1994-10-11,1994-11-10,1994-10-31,TAKE BACK RETURN,SHIP,urgent delivery needed
2188,92,62,1,26,15,0.1,0.04,R,O,1998-02-07,1998-03-01,1998-02-18,COLLECT COD,AIR,regular customer request
1359,222,52,2,3,386,0.1,0.0,A,O,1992-12-03,1992-12-24,1992-12-20,NONE,TRUCK,urgent delivery needed
3499,171,38,6,5,616,0.04,0.0,A,O,1993-08-30,1993-10-01,1993-09-06,COLLECT COD,MAIL,fragile items inside
7107,321,29,7,35,576,0.04,0.02,R,F,1992-09-22,1992-10-02,1992-10-17,TAKE BACK RETURN,TRUCK,fragile items inside
16823,1520,25,1,4,435,0.04,0.06,R,O,1992-02-16,1992-04-08,1992-02-24,DELIVER IN PERSON,AIR,check packaging carefully
13960,540,35,7,17,869,0.1,0.08,R,O,1993-01-07,1993-02-14,1993-01-08,COLLECT COD,RAIL,urgent delivery needed
15366,105,59,4,45,644,0.01,0.08,A,O,1994-11-12,1994-11-22,1994-12-07,NONE,MAIL,delayed by supplier
12031,873,45,2,37,211,0.02,0.02,N,O,1995-05-13,1995-05-26,1995-05-15,NONE,SHIP,check packaging carefully
1180,948,94,4,9,513,0.0,0.02,R,O,1995-10-27,1995-11-09,1995-11-14,DELIVER IN PERSON,MAIL,customer compliant regarding quality
17924,864,90,1,45,774,0.02,0.02,R,O,1995-09-15,1995-10-02,1995-10-07,COLLECT COD,TRUCK,check packaging carefully
4743,607,13,5,27,283,0.04,0.04,R,F,1992-08-03,1992-09-15,1992-08-04,TAKE BACK RETURN,REG AIR,customer compliant regarding quality
10348,850,10,2,14,418,0.03,0.0,A,F,1992-10-25,1992-11-26,1992-11-04,DELIVER IN PERSON,TRUCK,delayed by supplier
18409,378,63,4,42,67,0.04,0.0,N,O,1993-04-26,1993-05-27,1993-05-06,TAKE BACK RETURN,FOB,customer compliant regarding quality
2435,49,2,1,37,609,0.1,0.08,N,F,1994-12-08,1995-01-18,1994-12-10,DELIVER IN PERSON,REG AIR,urgent delivery needed
4033,1487,58,6,29,745,0.0,0.04,N,F,1996-09-06,1996-10-02,1996-09-12,DELIVER IN PERSON,SHIP,customer compliant regarding quality
7663,1359,18,5,35,953,0.0,0.02,R,O,1998-02-26,1998-04-19,1998-03-21,TAKE BACK RETURN,MAIL,check packaging carefully
19414,151,78,7,35,707,0.03,0.02,R,O,1996-11-27,1996-12-14,1996-12-10,NONE,TRUCK,customer compliant regarding quality
7138,1884,13,6,1,463,0.03,0.02,N,O,1996-02-18,1996-03-06,1996-02-23,TAKE BACK RETURN,TRUCK,customer compliant regarding quality
14461,1226,64,6,26,807,0.04,0.01,R,O,1992-09-14,1992-10-13,1992-09-15,NONE,AIR,fragile items inside
12723,1569,79,4,24,809,0.02,0.06,A,F,1996-10-14,1996-11-05,1996-10-17,TAKE BACK RETURN,RAIL,urgent delivery needed
8472,105,79,1,10,386,0.04,0.04,N,F,1992-03-30,1992-04-28,1992-04-07,TAKE BACK RETURN,FOB,delayed by supplier
13353,996,14,4,13,917,0.01,0.08,A,F,1997-10-08,1997-11-04,1997-10-11,COLLECT COD,SHIP,urgent delivery needed
3267,397,20,1,27,797,0.05,0.02,R,O,1995-02-02,1995-03-21,1995-02-18,NONE,SHIP,delayed by supplier
14908,1512,39,4,26,884,0.03,0.06,R,F,1997-02-19,1997-03-04,1997-02-24,TAKE BACK RETURN,SHIP,regular customer request
18379,1726,6,7,4,226,0.1,0.06,A,O,1997-03-01,1997-03-12,1997-03-07,NONE,RAIL,customer compliant regarding quality
10741,823,12,4,23,790,0.0,0.04,N,O,1993-02-16,1993-03-13,1993-03-08,NONE,TRUCK,check packaging carefully
13938,1283,48,3,8,386,0.03,0.06,R,F,1995-05-23,1995-07-11,1995-06-09,COLLECT COD,REG AIR,check packaging carefully
12344,59,47,3,44,744,0.0,0.04,N,F,1994-07-24,1994-08-12,1994-07-30,NONE,AIR,urgent delivery needed
15507,1217,83,6,25,739,0.05,0.0,A,O,1996-01-15,1996-02-29,1996-02-03,DELIVER IN PERSON,RAIL,customer compliant regarding quality
4617,1353,43,5,33,953,0.1,0.0,N,F,1994-01-13,1994-02-22,1994-01-15,DELIVER IN PERSON,TRUCK,urgent delivery needed
8794,1624,50,5,45,996,0.03,0.08,A,F,1994-06-21,1994-07-28,1994-07-06,TAKE BACK RETURN,TRUCK,check packaging carefully
12454,685,21,7,34,33,0.0,0.04,A,F,1993-10-12,1993-12-09,1993-10-28,TAKE BACK RETURN,TRUCK,fragile items inside
19989,993,22,7,20,766,0.02,0.01,N,O,1994-12-18,1995-01-27,1995-01-09,COLLECT COD,MAIL,fragile items inside
17553,329,12,4,41,222,0.01,0.01,N,O,1996-03-27,1996-05-11,1996-04-19,COLLECT COD,RAIL,regular customer request
1787,786,22,7,43,792,0.0,0.08,A,O,1992-04-01,1992-04-22,1992-04-09,NONE,AIR,urgent delivery needed
16153,1066,24,7,35,517,0.0,0.0,A,O,1992-05-17,1992-07-04,1992-05-27,COLLECT COD,FOB,fragile items inside
5960,466,90,7,44,301,0.02,0.04,N,O,1995-08-31,1995-10-29,1995-09-05,NONE,MAIL,fragile items inside
1941,1344,79,6,40,724,0.05,0.06,N,O,1996-05-17,1996-06-11,1996-06-10,COLLECT COD,TRUCK,check packaging carefully
9346,1241,66,3,37,816,0.05,0.06,A,F,1998-09-23,1998-11-14,1998-10-11,COLLECT COD,RAIL,delayed by supplier
17502,1408,38,3,32,892,0.1,0.0,A,F,1992-07-22,1992-08-14,1992-08-13,NONE,TRUCK,customer compliant regarding quality
12990,665,8,1,38,331,0.02,0.08,N,O,1995-03-18,1995-04-04,1995-04-05,NONE,TRUCK,check packaging carefully
19189,790,41,3,45,380,0.0,0.01,R,O,1995-12-26,1996-01-13,1996-01-05,DELIVER IN PERSON,SHIP,customer compliant regarding quality
7554,17,29,6,27,773,0.01,0.0,N,F,1997-11-18,1997-12-13,1997-12-15,COLLECT COD,TRUCK,regular customer request
16028,816,86,6,43,585,0.04,0.04,R,F,1994-07-16,1994-08-15,1994-08-11,TAKE BACK RETURN,SHIP,customer compliant regarding quality
7818,1253,45,1,9,131,0.04,0.06,A,O,1997-11-17,1998-01-07,1997-12-11,DELIVER IN PERSON,FOB,customer compliant regarding quality
8782,998,45,7,25,984,0.03,0.04,R,O,1993-11-08,1993-12-29,1993-11-15,NONE,TRUCK,urgent delivery needed
15122,1171,46,7,3,548,0.04,0.04,R,O,1996-06-12,1996-07-02,1996-06-18,NONE,MAIL,fragile items inside
7013,805,93,2,49,221,0.03,0.08,N,F,1995-10-13,1995-12-08,1995-10-18,TAKE BACK RETURN,MAIL,regular customer request
752,253,95,1,5,148,0.03,0.04,R,O,1998-01-13,1998-03-02,1998-01-28,COLLECT COD,REG AIR,customer compliant regarding quality
2972,1437,40,1,36,72,0.05,0.04,A,F,1993-08-07,1993-08-20,1993-08-27,DELIVER IN PERSON,REG AIR,customer compliant regarding quality
3536,1154,39,1,39,490,0.04,0.06,A,F,1993-06-16,1993-07-21,1993-07-02,COLLECT COD,FOB,regular customer request
4423,1601,24,3,19,721,0.02,0.08,N,O,1996-04-13,1996-05-06,1996-05-09,TAKE BACK RETURN,REG AIR,check packaging carefully
6077,535,38,4,32,622,0.0,0.0,N,F,1997-06-26,1997-07-31,1997-07-22,TAKE BACK RETURN,FOB,check packaging carefully
19783,741,96,7,5,903,0.05,0.0,N,O,1997-09-10,1997-10-14,1997-09-25,DELIVER IN PERSON,AIR,regular customer request
16040,1478,10,7,1,158,0.05,0.0,A,F,1994-10-27,1994-11-29,1994-10-31,DELIVER IN PERSON,SHIP,urgent delivery needed
2984,1465,24,2,18,827,0.04,0.01,R,O,1993-07-07,1993-07-23,1993-07-23,TAKE BACK RETURN,AIR,urgent delivery needed
10515,1839,3,2,28,287,0.0,0.01,A,O,1998-12-05,1999-01-21,1999-01-01,TAKE BACK RETURN,REG AIR,urgent delivery needed
13025,820,76,4,17,805,0.05,0.02,R,F,1995-03-14,1995-04-01,1995-03-24,COLLECT COD,AIR,check packaging carefully
18144,1286,20,4,39,670,0.04,0.04,R,O,1994-03-07,1994-03-20,1994-03-10,NONE,MAIL,check packaging carefully
8602,904,8,2,46,674,0.03,0.01,N,O,1993-05-07,1993-05-18,1993-05-10,TAKE BACK RETURN,AIR,fragile items inside
19977,1896,57,5,23,278,0.01,0.0,A,F,1995-08-16,1995-10-01,1995-09-09,NONE,SHIP,regular customer request
16956,1975,81,4,21,633,0.1,0.08,R,F,1998-01-07,1998-03-03,1998-01-21,DELIVER IN PERSON,SHIP,urgent delivery needed
6161,1167,39,2,4,601,0.1,0.02,N,O,1996-04-30,1996-05-24,1996-05-01,COLLECT COD,TRUCK,delayed by supplier
9039,1399,20,7,26,600,0.1,0.04,A,F,1993-01-29,1993-03-05,1993-02-25,DELIVER IN PERSON,FOB,fragile items inside
10529,1821,79,5,28,909,0.04,0.01,N,O,1993-12-21,1994-02-04,1994-01-04,COLLECT COD,AIR,delayed by supplier
3116,542,58,5,31,474,0.05,0.01,R,F,1996-10-20,1996-12-18,1996-11-09,NONE,SHIP,customer compliant regarding quality
550,673,42,1,7,721,0.05,0.02,R,O,1993-08-12,1993-09-28,1993-08-28,NONE,TRUCK,fragile items inside
3846,86,27,4,28,540,0.03,0.01,R,O,1993-03-02,1993-04-01,1993-03-04,TAKE BACK RETURN,AIR,regular customer request
3766,251,43,6,29,760,0.04,0.08,N,O,1992-02-05,1992-02-24,1992-02-22,DELIVER IN PERSON,FOB,fragile items inside
6876,1558,54,3,6,35,0.0,0.08,R,O,1994-09-08,1994-11-02,1994-09-21,NONE,AIR,delayed by supplier
12822,175,3,4,25,325,0.05,0.06,A,F,1998-05-09,1998-06-27,1998-05-16,COLLECT COD,SHIP,check packaging carefully
13606,1031,50,7,49,243,0.01,0.0,N,O,1995-07-29,1995-08-22,1995-08-04,NONE,FOB,regular customer request
1700,838,77,7,38,195,0.01,0.08,R,F,1996-02-20,1996-03-15,1996-03-08,DELIVER IN PERSON,TRUCK,fragile items inside
17451,24,29,5,10,246,0.05,0.01,N,O,1994-01-08,1994-03-08,1994-01-18,COLLECT COD,REG AIR,regular customer request
5577,975,69,3,2,996,0.05,0.02,N,O,1993-08-10,1993-08-24,1993-08-21,NONE,FOB,customer compliant regarding quality
13263,1108,30,7,16,996,0.01,0.0,R,F,1993-04-21,1993-05-13,1993-05-08,NONE,TRUCK,customer compliant regarding quality
14780,1533,28,6,42,321,0.02,0.0,A,F,1998-08-01,1998-08-26,1998-08-30,COLLECT COD,SHIP,delayed by supplier
13897,1619,60,7,42,791,0.1,0.08,A,O,1995-03-03,1995-03-16,1995-03-28,TAKE BACK RETURN,SHIP,check packaging carefully
19186,1597,30,4,12,916,0.0,0.0,R,F,1994-03-13,1994-05-07,1994-04-02,COLLECT COD,MAIL,urgent delivery needed
9327,937,29,5,49,38,0.1,0.02,R,F,1995-02-06,1995-03-23,1995-02-07,DELIVER IN PERSON,RAIL,fragile items inside
10210,814,92,2,16,597,0.01,0.0,N,F,1995-11-05,1995-12-08,1995-11-08,NONE,FOB,urgent delivery needed
13916,466,40,5,27,378,0.04,0.04,A,O,1994-02-22,1994-03-05,1994-02-25,COLLECT COD,SHIP,fragile items inside
4838,416,86,3,9,372,0.04,0.02,N,F,1996-08-20,1996-10-04,1996-09-11,NONE,REG AIR,check packaging carefully
1450,1917,46,2,35,677,0.0,0.06,A,O,1996-04-15,1996-05-19,1996-04-17,DELIVER IN PERSON,TRUCK,check packaging carefully
15966,1714,61,1,38,471,0.1,0.01,N,F,1996-07-11,1996-08-22,1996-08-04,NONE,TRUCK,delayed by supplier
13316,1462,2,1,4,622,0.1,0.08,R,O,1997-02-21,1997-04-06,1997-02-26,TAKE BACK RETURN,RAIL,regular customer request
11285,741,77,6,9,747,0.01,0.02,A,O,1993-07-29,1993-09-04,1993-07-31,DELIVER IN PERSON,SHIP,regular customer request
5963,1084,67,4,26,205,0.05,0.0,R,O,1995-08-25,1995-09-13,1995-09-01,COLLECT COD,REG AIR,regular customer request
15427,1550,14,5,48,928,0.1,0.02,A,O,1995-12-15,1996-01-17,1995-12-23,COLLECT COD,FOB,urgent delivery needed
3659,685,83,7,29,482,0.03,0.0,N,O,1992-08-08,1992-09-22,1992-08-26,NONE,AIR,customer compliant regarding quality
7736,111,79,3,6,297,0.05,0.01,A,O,1994-10-10,1994-11-04,1994-10-25,NONE,SHIP,urgent delivery needed
18488,1567,30,1,22,618,0.02,0.08,N,O,1995-09-10,1995-09-21,1995-09-27,COLLECT COD,TRUCK,fragile items inside
9084,882,55,3,17,471,0.02,0.02,N,O,1992-01-19,1992-02-10,1992-02-09,COLLECT COD,SHIP,customer compliant regarding quality
4532,555,45,5,18,324,0.1,0.08,A,O,1996-07-14,1996-07-24,1996-07-18,DELIVER IN PERSON,AIR,delayed by supplier
9960,1426,3,5,41,161,0.01,0.0,R,O,1994-12-06,1995-01-26,1994-12-25,NONE,TRUCK,customer compliant regarding quality
7609,1814,82,5,25,320,0.05,0.02,N,O,1996-03-15,1996-04-11,1996-03-23,DELIVER IN PERSON,RAIL,check packaging carefully
3021,966,35,4,33,288,0.02,0.02,R,F,1996-10-06,1996-10-23,1996-10-23,DELIVER IN PERSON,REG AIR,urgent delivery needed
10921,207,1,4,22,847,0.0,0.06,R,O,1997-08-04,1997-08-23,1997-08-24,DELIVER IN PERSON,TRUCK,urgent delivery needed
4446,652,37,6,24,944,0.04,0.06,A,F,1997-10-04,1997-10-19,1997-10-30,NONE,AIR,urgent delivery needed
9822,702,39,7,3,99,0.03,0.06,A,O,1992-02-17,1992-03-17,1992-02-24,NONE,FOB,customer compliant regarding quality
1806,1421,78,7,23,611,0.05,0.01,N,F,1995-12-01,1996-01-11,1995-12-27,DELIVER IN PERSON,MAIL,regular customer request
8944,5,96,5,8,32,0.1,0.0,R,O,1993-03-22,1993-05-10,1993-04-18,COLLECT COD,MAIL,fragile items inside
5805,1604,93,5,28,375,0.05,0.04,R,F,1992-01-07,1992-02-26,1992-02-01,TAKE BACK RETURN,RAIL,regular customer request
4194,742,21,4,37,660,0.01,0.04,A,F,1996-01-17,1996-03-06,1996-02-07,DELIVER IN PERSON,AIR,customer compliant regarding quality
688,1370,26,4,4,394,0.05,0.01,A,F,1992-05-21,1992-06-29,1992-06-13,NONE,AIR,regular customer request
11848,1374,66,2,45,723,0.04,0.04,A,O,1992-11-30,1993-01-13,1992-12-21,DELIVER IN PERSON,REG AIR,delayed by supplier
13434,358,67,3,7,473,0.01,0.01,N,O,1992-01-28,1992-03-26,1992-02-16,NONE,MAIL,delayed by supplier
5715,1742,35,3,20,519,0.01,0.01,N,O,1995-04-12,1995-05-15,1995-04-26,DELIVER IN PERSON,MAIL,fragile items inside
6311,599,11,7,12,190,0.02,0.01,A,O,1994-04-02,1994-05-26,1994-04-19,COLLECT COD,RAIL,customer compliant regarding quality
12261,1414,56,4,14,428,0.1,0.08,N,F,1993-12-01,1994-01-24,1993-12-20,TAKE BACK RETURN,AIR,delayed by supplier
6102,244,12,3,6,114,0.04,0.08,N,F,1996-08-20,1996-10-01,1996-09-18,DELIVER IN PERSON,AIR,urgent delivery needed
15014,1700,98,7,44,331,0.04,0.01,R,F,1997-10-14,1997-11-28,1997-11-08,TAKE BACK RETURN,RAIL,check packaging carefully
7405,305,31,6,12,189,0.05,0.0,N,O,1992-10-04,1992-11-19,1992-11-01,DELIVER IN PERSON,FOB,delayed by supplier
18502,769,43,1,27,67,0.03,0.0,R,F,1992-11-20,1992-12-24,1992-11-23,TAKE BACK RETURN,FOB,regular customer request
